lang,created_at,public_metrics,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,in_reply_to_user_id,referenced_tweets
zh,2016-03-05T08:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,怎麼跟想像中的水上市場不太一樣😂 小失望兒😢| #sun #四方水上市場 #太陽 #超級大 #河水 #river #disappointed #thailand #with #friends... http://someurl,706041221941174272,1540201446,706041221941174272,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [100.90556592, 12.86794059]}, 'place_id': '0048e76260eee101'}",,
zh,2016-02-14T20:48:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,有種感覺是說不出的感受⋯⋯🤐🤐🤐| 有些失望是只能默默承受⋯⋯😶😶😶| #tried #feeling #angry #disappointed http://someurl,698971976367476736,555271978,698971976367476736,Instagram,#disappointed,,,
zh,2015-12-28T17:02:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"人们都说光阴似箭，那倒没错！随着年龄增长, 我们看到也学到很多东西, 心智也跟着增长不少。可有些东西 无论过了多久 它却一成不变, 甚至于愈发使我们觉得心伤无望。我们越是看清它 越是想压抑 就越是满满负能量。这真的很影响我 所以说你到底几时能改变?! #disappointed",681520655645323265,578865214,681520655645323265,Twitter for Android,#disappointed,,,
zh,2015-12-28T14:35:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,去了2個fb介紹得地方 好失望 😩😩😩 #sister #disappointed #POTD @ Tester Laboratory... http://someurl,681483717760516098,514373838,681483717760516098,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [101.63026214, 3.19291071]}, 'place_id': 'e7a411bac68f57b1'}",,
zh,2015-12-15T11:19:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,想滑雪但冇雪😎睇張海報當滑咗😭 #滑雪 #降雪不足 #無雪滑 #掃興 #影響心情 #snowboard #snow #nosnow #disappointed #天氣反常 @ Gala Yuzawa http://someurl,676723296843505664,325304989,676723296843505664,Instagram,#disappointed,,,
zh,2015-12-04T15:49:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,依舊沒消沒息。 #upset #disappointed,672804948174737409,2887013054,672804948174737409,Twitter for iPhone,#disappointed,,,
zh,2015-12-03T01:13:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,有些事情不值得你去坚持，真的很不值。。。| 当初坚持不代表现在还要继续坚持。。。 那种感觉没有了就是没有了。。。 没有理由留下就是离开的好理由。。。| #frustrated #disappointed #soCallBestClub,672222167833030656,310242730,672222167833030656,Twitter for Android,#disappointed,,,
zh,2015-12-02T01:22:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,01/12/15 失望。一点牛奶味都无。只有朱克力还有朱克力味。#milkcow #desserts  #disappointed #chocolate  #foodpornography... http://someurl,671861970233073664,11519422,671861970233073664,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [100.32974482, 5.39794633]}, 'place_id': '527178fc119d340f'}",,
zh,2015-11-25T17:29:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,为什么...今天的失误让我感到很自责，很失败，这是不应该犯的错误，只能说我无能，让大家失望了..| #disappointed#helpless#fml#feelingdown#smallmistake# http://someurl,669568670407000064,626045183,669568670407000064,Instagram,#disappointed,,,
zh,2015-11-25T14:42:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,日子久了距离就越来越远，等待久了心也越来越凉，有多少的盼望就有多少的失望..| #distance #yearbyyear #disappointed http://someurl,669526469329055744,43668531,669526469329055744,Instagram,#disappointed,,,
zh,2015-11-23T15:26:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,好灰暗的觀後感💔💔💔很不hungergames的一切😵😵😵#hungergames #sad #disappointed http://someurl,668812878594637824,504557662,668812878594637824,Instagram,#disappointed,,,
zh,2015-11-02T13:23:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,寄望 都是從一次又一次的失望中消失| #disappointed http://someurl,661171696401952769,3771582373,661171696401952769,Twitter for iPhone,#disappointed,,,
zh,2015-10-21T13:02:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,对你，真的无话可说；对你，真的彻底失望；对你，真的觉得好恶；对你，我说不下去了。 #life #suck #feeling #disappointed #fuck http://someurl,656817771930628096,2701355786,656817771930628096,Instagram,#disappointed,,,
zh,2015-10-18T14:33:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,遇到美麗的日落只想認真拍一張有fu的側臉照⋯然而還是被凹陷的五官打敗😕最後果然以背影告終😤#beautiful #view #outdoors #disappointed #back #profile... http://someurl,655753500748611584,1474155620,655753500748611584,Instagram,#disappointed,,,
zh,2015-10-18T14:29:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,遇到美麗的日落只想認真拍一張側臉照⋯然而還是被凹陷的五官打敗😑最後又是以背影告終😭😭#sunset #profile #lake #back #disappointed #beautiful #view... http://someurl,655752618820653056,1474155620,655752618820653056,Instagram,#disappointed,,,
zh,2015-10-15T13:11:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,🐒| 兩個失落的女人| 走在東區的街頭| 怒買一波🔥| 啊.| 沒錢了💸| #disappointed #shopping #tired http://someurl,654645842637422592,2787998612,654645842637422592,Instagram,#disappointed,,,
zh,2015-10-08T15:20:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,也许是我欠你太多......| 不曾关心...| 换来失望...| | #disappointed http://someurl,652141507302977536,3592338013,652141507302977536,Instagram,#disappointed,,,
zh,2015-10-06T07:19:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#disappointed | 或許| 失落感就不會那麼重了 http://someurl,651295647002439680,380906217,651295647002439680,Instagram,#disappointed,,,
zh,2015-09-25T03:05:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,纸是包不住火的! #secretunveiled #disappointed http://someurl,647245460088979456,40188113,647245460088979456,Instagram,#disappointed,,,
zh,2015-09-11T02:47:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"覺得有點悲傷。| In fact , a little sad.| | #sad #disappointed #sad #expression #selfie #me #myself #girl... http://someurl",642167502508789760,150729632,642167502508789760,Instagram,#disappointed,,,
zh,2015-08-27T03:47:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,It was suppose to be a B-day surprise | 但計劃趕不上變化。一切都化成烏有😂😂😂 #disappointed #surprise #its over now http://someurl,636746951711719424,554317808,636746951711719424,Instagram,#disappointed,,,
zh,2015-08-06T14:49:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,可惡！讓討厭的人得逞了⋯😡| 糖果與我只好明天乖乖去上班💼| 吃雪糕消悶氣🍦| #人算不如天算 #disappointed #have #work #tomorrow #typhoon #days ... http://someurl,629303293580345344,2383397665,629303293580345344,Instagram,#disappointed,,,
zh,2015-07-25T15:01:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,日久见人心啊😢 #disappointed http://someurl,624957569161920512,487631324,624957569161920512,Instagram,#disappointed,,,
zh,2015-07-15T23:46:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Red bull 使人失眠| 而無力感來自於 原來我沒那麼重要| #disappointed#insomnia http://someurl,621465910872829952,165995748,621465910872829952,Instagram,#disappointed,,,
zh,2015-07-13T13:23:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,有点失望 #disappointed,620584364426919936,2891750228,620584364426919936,Twitter for Android,#disappointed,,,
zh,2015-07-02T11:14:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,说好的双赢呢？0.o | 请你对每样事情认真一点，为你讲过的话负责任...| #responsibility #important #disappointed http://someurl,616565520234582017,1590440629,616565520234582017,Instagram,#disappointed,,,
zh,2015-06-28T13:12:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,#disappointed #nomorenexttime @ 微風廣場 之原創花雕雞~~~ http://someurl,615145727010938880,260425814,615145727010938880,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [121.5443598, 25.04483436]}, 'place_id': '00180402799fed03'}",,
zh,2015-06-16T17:14:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,难得，可是没有我的分。| #disappointed #sad,610857896671363072,297859161,610857896671363072,Twitter for iPhone,#disappointed,,,
zh,2015-06-07T10:37:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser 有這便宜的我也想轉走。。。 #v2ex 和 #let 都沒offer了，還能怎辦？| 還有就是港資的全都TMD貴；國人的又小水管，這市場誰容得下？ #disappointed #desperated,607496655319932929,269650925,607475475376685056,Twitter Web Client,#disappointed,,137985713,"[{'type': 'replied_to', 'id': '607495750558228480'}]"
zh,2015-05-12T20:44:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Photo: 就算讓我等也別說的太認真 #disappointed #hurt #stupid #silly #girl #Polaroid http://someurl,598227316330856450,391912854,598227316330856450,Tumblr,#disappointed,,,
zh,2015-05-12T10:37:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,我离我的理想似乎越来越远了😢 #so #disappointed #to #myself 😢 http://someurl,598074443617980416,3069659054,598074443617980416,Instagram,#disappointed,,,
zh,2015-05-04T08:23:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,果然太接近人間就有憾事發生😢#life #live #job #work #sad #unhappy #disappointed #iphoneonly #selfie #vsco #vscocam #vscogrid #layo... http://someurl,595141740513853441,519148321,595141740513853441,IFTTT,#disappointed,,,
zh,2015-04-29T10:38:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,過得太安逸就是朝著退步的路途| #Nike #Nikeplus #nikewomen #running #disappointed #Wednesday http://someurl,593363774398136321,1164452142,593363774398136321,Instagram,#disappointed,,,
zh,2015-04-20T04:40:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,如果你對一個人的愛感到失望到了一個極點，那這愛，走下去也提不起勁了。| #Disappointed http://someurl,590012148492926976,108318797,590012148492926976,Instagram,#disappointed,,,
zh,2015-03-24T10:06:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,看看這個切面厚度與幾不可見的肉汁...(*´>д<)| 竹南惡魔雞排 完勝！！| #disappointed #loser @ 魔王狂暴雞排 http://someurl,580309829257945088,999789674,580309829257945088,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [120.902718, 24.69133682]}, 'place_id': '010edf1d421121b0'}",,
zh,2015-03-23T15:29:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,有時候，真希望永遠不要遇上某些人某些事| #disappointed | 省得心煩,580028487190228993,393967988,580028487190228993,Twitter for iPhone,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [121.4566874, 24.98767545]}, 'place_id': '019a3137395a2973'}",,
zh,2015-03-23T04:50:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,沒啥味道，鳳山的米苔目比這個好吃多了 #米苔目 #老東台米苔目 #台東 #普通 #disappointed @ 台東老東台米台目 http://someurl,579867838695010304,228401210,579867838695010304,Instagram,#disappointed,,,
zh,2015-03-16T08:10:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,為什麼這世界上會有黑心的人呢? 他(她)們腦子都在想什麼呢? #justranting #bored #sad #disappointed,577381285804425216,42185972,577381285804425216,Twitter Web Client,#disappointed,,,
zh,2015-03-14T15:29:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,有一点对你失望😔😔😔 #disappointed,576767067119964161,909979544,576767067119964161,Twitter for Android,#disappointed,,,
zh,2015-03-11T20:32:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,一張紅牌| 整場球賽破壞了| | #life #allaboutricardolsw #believe #football #sad #disappointed http://someurl,575756159283511296,910875823,575756159283511296,Instagram,#disappointed,,,
zh,2015-03-11T18:49:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,最近對Oklahoma感到很失望！尤其我又特別厭惡別人拿宗教或政治當迫害弱勢的工具  #disappointed,575730264925597696,1906203577,575730264925597696,OS X,#disappointed,,,
zh,2015-03-01T14:12:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,除了伤心还是伤心 | #sad #disappointed,572036796097277952,282939579,572036796097277952,Twitter Web Client,#disappointed,,,
zh,2015-02-27T13:58:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,想用一個微笑掩蓋所有的情緒| 比如我的 #難過 我的 #失望| 因為有眼睛所以看得到 沒辦法假裝看不到| #晚安 #各位| #disappointed #i #know #affair #wil #become... http://someurl,571308294247219200,1715024756,571308294247219200,Instagram,#disappointed,,,
zh,2015-02-13T15:06:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,中馬票也沒哪麽準！已經很久沒生病了。열이 나요! 머리가 아파요! 😷 今早的任務也失敗。超失望的！😭 NOT MY DAY! #disappointed| #BlackFriday strikes me! http://someurl,566252170874720257,129503790,566252170874720257,Instagram,#disappointed,,,
zh,2015-02-12T19:26:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,-今貝-| 人心比腿累| #heart #leg #tired #want #life #funny #lol #disappointed #people #peace gg http://someurl,565955217012051970,1387546405,565955217012051970,Instagram,#disappointed,,,
zh,2015-01-22T07:28:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,如果我major in食野 大概就唔洗再擔心gpa #honeycreme #baileysoriginal #disappointed http://someurl,558164214594797569,134788975,558164214594797569,Twitter for Android,#disappointed,,,
zh,2015-01-17T12:40:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,真的是很想去咖啡店噎wwwwwww #cafe #midnight #disappointed,556430766725267456,339635383,556430766725267456,Twitter Web Client,#disappointed,,,
zh,2015-01-15T11:19:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,落錯單...搞到成杯涼茶咁 😑😑#KOI #disappointed #Latte http://someurl,555685738344620032,176406551,555685738344620032,Instagram,#disappointed,,,
zh,2015-01-05T18:05:38.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,嗯嗯嗯 我一直很清醒 清醒的看着自己怎么的沉沦。#emo #like #shit #damn #mood #desire #insomnia #disappointed http://someurl,552164030912405504,465206142,552164030912405504,Instagram,#disappointed,,,
zh,2015-01-05T09:31:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,有期望才会失望| 是我忘了| #Hope #Disappointed @ Loudspeaker大嘴叭 http://someurl,552034673891631105,830660749,552034673891631105,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [103.6701855, 1.51533281]}, 'place_id': '72d5ecacd2d3a055'}",,
zh,2014-12-28T04:46:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,逃不过，算不出，流年。 #upset #me #follow #disappointed #sad #love http://someurl,549063730240430080,1182631483,549063730240430080,Instagram,#disappointed,,,
zh,2014-12-10T14:28:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,對於講一套做一套...真的有閑到...！#Disappointed,542687267672686593,114241604,542687267672686593,Twitter for Android,#disappointed,,,
zh,2014-12-07T04:42:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,想簡單，有這麼難嗎？ #emotion  #heart  #heartbreak #sad #upset #disappointed #death #zombie #person #poor... http://someurl,541452765361238017,2603903802,541452765361238017,Instagram,#disappointed,,,
zh,2014-12-04T04:04:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser 先生，您真令我失望。#disappointed #killbill10 #ableg,540355851232350208,177489372,540355851232350208,Twitter for iPhone,#disappointed,,451127875,
zh,2014-12-03T12:24:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Will my votes be heard? The more I watch, the more frustrated I get! 你们把我的票当空气吗?!!!!! #injustice #frustrated #disappointed",540119258638729216,1032988700,540119258638729216,Twitter for Android,#disappointed,,,
zh,2014-12-03T08:22:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,失望不過如此 #disappointed http://someurl,540058571329638400,328911388,540058571329638400,Instagram,#disappointed,,,
zh,2014-11-15T17:56:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,這一闕高登歌　關於孤獨的我| 全城聚滿了　寂寞人很多　互不相識都可切磋| 唱一闕高登歌　多少佳節網上過| 誰人步近我　若是能開口| 或終可得到好結果　不必一個| | #disappointed #alone #高登歌 http://someurl,533679993252237313,1269021716,533679993252237313,Instagram,#disappointed,,,
zh,2014-11-09T17:19:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"i was sure #Sia was saying 我不知道, 不知道 (wo bu zhi dao, bu zhi dao) in the opening few lines of #Chandelier. #mandopop #disappointed",531496388715352064,1195051890,531496388715352064,Twitter for iPhone,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [-1.60469558, 53.85887775]}, 'place_id': '6863fd050de21120'}",,
zh,2014-10-27T10:18:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#so #disappointed| 站內場站到一半| 突然大家喊宇萱妳朋友來了哦| 我心想| 那兩個王八蛋什麼時候那麼有心來找我| 我滿心期待的走出去| | 結果| 沒有一個是我朋友| 都是外國人| | 害我好失望 http://someurl,526679297914703874,380906217,526679297914703874,Instagram,#disappointed,,,
zh,2014-10-18T15:27:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,覺得仗著我好說話好欺負的人| 有點多有點過分有點不懂臉色| | #失望 #disappointed #실망| | #髒話| #乾四小後見😑😑😑 http://someurl,523495614265700354,210481293,523495614265700354,Instagram,#disappointed,,,
zh,2014-10-15T15:28:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,如果。| 無任何期望。| 就。| 唔會覺得失望。| | #hkig #feeling #bless #hope #badmood #moment #expectation #disappointed... http://someurl,522408716402843648,112980530,522408716402843648,Instagram,#disappointed,,,
zh,2014-10-13T21:44:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,坳圭坳土埽垛土地步枪支撑着急性能######DISAPPOINTED*******Q骜乐壬妪箪宥妥凸杜壬竹子女人烟消云散热器官移植物群落实现在线路上海 — listening to Heartbreaker (Justin Bieber song),521778440006291456,2400661197,521778440006291456,Facebook,#disappointed,,,
zh,2014-10-09T17:40:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,接受事實吧，不再是以前那樣感情那麼好了，你是在被利用著，難道還會和你分享嗎？不會了，別傻嗨啦。。。死傻嗨！#disappointed,520267583463763968,158771557,520267583463763968,Twitter for Android,#disappointed,,,
zh,2014-10-05T10:12:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,每一次都一样不改变。| #disappointed http://someurl,518705275205742592,206140779,518705275205742592,Instagram,#disappointed,,,
zh,2014-09-22T14:09:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,到現在我才發現，| 原來那些守時守信的人！都是他媽的腦殘。我幹！#disappointed http://someurl,514053973347958784,1215912422,514053973347958784,Instagram,#disappointed,,,
zh,2014-09-22T12:32:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,沒有希望就不會失望| #hope #disappointed http://someurl,514029503211773952,2419054664,514029503211773952,Twitter for Android,#disappointed,,,
zh,2014-09-16T11:59:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,说的容易，做到的又有几个？ #disappointed #tired ##celine #notgoingtotrust #againandagain http://someurl,511846833195212800,2464602576,511846833195212800,Instagram,#disappointed,,,
zh,2014-09-15T01:00:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"同事拿這給我測, 説她測了破錶...| 我一測比她多三分, 沒有要輸的意思...  #憂鬱症  #憂鬱症量表  #disappointed  #早期發現早期治療  #告訴她我一切都好  #慨當以慷... http://someurl",511318520291160064,2287772222,511318520291160064,Instagram,#disappointed,,,
