id,conversation_id,public_metrics,text,reply_settings,created_at,author_id,source,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
814443689833398272,814443689833398272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ayaw nila magsend selfie #sad,everyone,2016-12-29T12:11:21.000Z,814022569921646592,Twitter Web Client,tl,#sad,,,
814423696206987265,814423696206987265,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Ung kahit anong gawin ko hnd nila na appreciate ung mga ginagawa ko..  Parang lagi akong Mali... #lonely #sad,everyone,2016-12-29T10:51:55.000Z,739791984907280384,Twitter for Android,tl,#sad,,,
814405817810108416,814405817810108416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Sana pumasok na lang ako. #bored #sad,everyone,2016-12-29T09:40:52.000Z,813714022402928641,Twitter for iPhone,tl,#sad,,,
814371753405186048,814370435039051777,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",yung nagkalat na sya sa instagram #sad,everyone,2016-12-29T07:25:30.000Z,595222858,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '814370435039051777'}]",595222858,
814367465232732160,814367465232732160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Yung pagdi-dyeta mo ng tatlong araw, bawing-bawi agad sa isang kainan. #WhyLife? #Sad 😢",everyone,2016-12-29T07:08:28.000Z,456372628,Twitter for Android,tl,#sad,,,
814359620827291648,814352795314765824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Tbh crush kita doon sa camp lalo na nung nalaman ko ikaw yung mascot pero iba yung trip mo nun #sad haha,everyone,2016-12-29T06:37:18.000Z,297259092,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '814352795314765824'}]",297259092,
814256865563459584,814256865563459584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Halos onr fourth nf sweldo napunta lang sa TAX. Bayeeeeen. #Sad #OTPaMoreParaKayBIR 😥😫😓,everyone,2016-12-28T23:48:59.000Z,91938605,Twitter for Android,tl,#sad,,,{'place_id': '006523c50dfe9086'}
814190675470258176,814190675470258176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Moaning Myrtle ♥| #MoaningMyrtle #HarryPotter #HP #Rowling #Ravenclaw #cute #sad #myart http://someurl,everyone,2016-12-28T19:25:58.000Z,3486571762,Twitter Web Client,tl,#sad,,,
814167870108110848,814167870108110848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gigising nga pala ako nang maaga mamayaaaaaaa bc lakad w/frens 4ever. Pano yaaan deins pa ako inaantok #Sad,everyone,2016-12-28T17:55:21.000Z,1608325021,Twitter for Android,tl,#sad,,,
814125362959351808,814125362959351808,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}","Galit ka daw sa PANGIT? wag ganun, Dapat Love YourSELF  | | #Sad",everyone,2016-12-28T15:06:26.000Z,786855844897894400,Twitter Web Client,tl,#sad,,,
814116378500206592,814116378500206592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Cracked lips HUHUHU di na kissable mga labi ko #Sad,everyone,2016-12-28T14:30:44.000Z,1608325021,Twitter for Android,tl,#sad,,,
814113510095343616,814113510095343616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Ung feeling na pinupuno mo sya ng pagmamahal pero tumatapon lang pala sa iba.  | #Sad luh,everyone,2016-12-28T14:19:20.000Z,811019172784111616,Twitter for Android,tl,#sad,,,
814101458236964864,814101458236964864,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 12, 'quote_count': 0}",Parang ang unfair na hindi pinapalabas yung ibang mmff films sa ibang sinehan tapos yun yung dahilan bat sila mapupunta sa bottom four. #sad,everyone,2016-12-28T13:31:27.000Z,98763033,Twitter Web Client,tl,#sad,,,
814097694910074880,814097694910074880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gila Shikwa #Whatsapp #Sad #Shayari http://someurl,everyone,2016-12-28T13:16:30.000Z,2559389114,Twitter Web Client,tl,#sad,,,
813989092740317184,813989092740317184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Aaja bata Naya account banara chalako | #Damna ti pahila ka sathile ta follow backnai garenan..| #sad,everyone,2016-12-28T06:04:57.000Z,813983441234468865,Twitter for Android,tl,#sad,,,
813970040928301056,813970040928301056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",So many feels 😭😭😭 #naruto #zabuza #haku #sad #anime (Vine by Naruto Namikaze) http://someurl,everyone,2016-12-28T04:49:15.000Z,3228155343,Vine for Android,tl,#sad,,,
813892428583182336,813892428583182336,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Parang ang sarap mag tagaytay| #nosleep #allalone #findingmyself #unwined #sad #tagaytay #lonely,everyone,2016-12-27T23:40:51.000Z,3270167418,Twitter for Android,tl,#sad,,,
813882187770720256,813882187770720256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",baleno| | Say my name de WT es Kurj y Zorn y #sad,everyone,2016-12-27T23:00:09.000Z,713063348695408640,Twitter Web Client,tl,#sad,,,
813842230091911169,813842230091911169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Sad sad #sad nana 😞 ☹️ http://someurl,everyone,2016-12-27T20:21:22.000Z,275676085,Twitter for iPhone,tl,#sad,,,
813813015107616768,813771036751577088,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tbh akala ko bakla ka dati #sad,everyone,2016-12-27T18:25:17.000Z,57006982,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '813771036751577088'}]",57006982,
813812927568351232,813812927568351232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yung tipong libog na libog ka na kaso walang may type sayo kasi mataba ka. #sad,everyone,2016-12-27T18:24:56.000Z,803986659444301825,Twitter for Windows Phone,tl,#sad,,,
813801110880124928,813801110880124928,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Okay, sumakit na yung ngipin ko. Its a sign. Kailangan ko nang tantanan tong pinapapak ko #Sad",everyone,2016-12-27T17:37:59.000Z,1608325021,Twitter for Android,tl,#sad,,,
813766639225225216,813766639225225216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Sayang naman naudlot daw gawa sa ambon #sad @someuser,everyone,2016-12-27T15:21:00.000Z,4652769740,Twitter for iPhone,tl,#sad,,,
813763898297847808,813643361965907968,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser @someuser sge lng dawat man nako jay bsag . I lab u but u dont lab me #sad #ambakgmall,everyone,2016-12-27T15:10:07.000Z,209517262,Twitter for iPad,tl,#sad,"[{'type': 'replied_to', 'id': '813763516188397569'}]",1700475144,
813758821516460032,813758821516460032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",FEELING KO BINIBILISAN NA NILA ANG TIMY..BAKA HANGANG JANUARY NA TALAGA SIGURO SILA!  ATSAKA WALA NARIN ANG OUTAKES! #sad. #TIMYTheBigBreak,everyone,2016-12-27T14:49:56.000Z,1570216676,Twitter Web Client,tl,#sad,,,
813755403251093504,813755403251093504,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","kahit malayo na ko kay kristoff, ayaw niya parin ako #sad @someuser",everyone,2016-12-27T14:36:21.000Z,607490037,Twitter for iPhone,tl,#sad,,,{'place_id': '0106455f3a843910'}
813745122655412225,813704680005976064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser una kaming umalis ng resto bago sila cutie. #sad di ko ulit sya nasilayan lol,everyone,2016-12-27T13:55:30.000Z,226169812,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '813711354854928384'}]",226169812,
813740046654128129,813740046654128129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ang hirap mag ipon | (Nag iipon para sa concert ng BTS)| #sad,everyone,2016-12-27T13:35:20.000Z,813418868525780992,Twitter for Android,tl,#sad,,,
813736477741826049,813736477741826049,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",parang papalitan na ng wildflower ni maja #TIMYTheBigBreak #sad,everyone,2016-12-27T13:21:09.000Z,3239415169,Twitter for iPhone,tl,#sad,,,{'place_id': '00ed6f0947c230f4'}
813699274923872261,813460610339831808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser ang sakit maghintay sa wala parehas lang din naman kasi tayo ng hanap💔 #sad,everyone,2016-12-27T10:53:19.000Z,1879889046,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '813460610339831808'}]",1879889046,
813695322597658624,813695322597658624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kung ing-ani sa present. Unsa nlng sa future. #Sad,everyone,2016-12-27T10:37:37.000Z,3290024942,Twitter for Android,tl,#sad,,,
813600019018227712,813600019018227712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Pati phone ko hinahanapan na ako ng space huhu #sad,everyone,2016-12-27T04:18:55.000Z,493127362,Twitter for Android,tl,#sad,,,
813577916684570631,813577916684570631,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",sa talambuhay ko ngayon lang ako namaos ng ganito 😷😰😟😞 | Bakit ngayon pa?!!! 😰😭| | #sad... http://someurl,everyone,2016-12-27T02:51:05.000Z,782986523226492928,Instagram,tl,#sad,,,
813561873257754624,813561873257754624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Malungkot na bagong taon ang darating sakin ngayon Haystt! 😭😭😪 #Depressed #Sad #Emotional,everyone,2016-12-27T01:47:20.000Z,3284305868,Twitter Web Client,tl,#sad,,,
813540547046555652,813540547046555652,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Now playing  :  Fariborz Lachini -  Zemestoon (Solo Piano) on| | http://someurl| | #melancholy #sad #melancholymusic,everyone,2016-12-27T00:22:35.000Z,2814657699,Share.Radionomy.com,tl,#sad,,,
813531904074915840,813531792502181888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",jk. wala parin iponzzzz #sad,everyone,2016-12-26T23:48:15.000Z,1111271365,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '813531792502181888'}]",1111271365,
813413827828060160,813413827828060160,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Naalala ko si ano bigla ajuju #Sad http://someurl,everyone,2016-12-26T15:59:03.000Z,1608325021,Twitter for Android,tl,#sad,,,
813403638370619397,813403638370619397,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Naka2 lungkot tuloy di ako nka panuod ng #TIMY #SAD😑,everyone,2016-12-26T15:18:34.000Z,192861721,Mobile Web (M2),tl,#sad,,,
813389418765709312,813389418765709312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Now playing  :  Fariborz Lachini -  Zemestoon (Solo Piano) on| | http://someurl| | #sadmusic #sadsong #sad,everyone,2016-12-26T14:22:04.000Z,2814657699,Share.Radionomy.com,tl,#sad,,,
813325615231168512,813325615231168512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Hindi covered ng Maxicare pag nasagasaan ka ng kalesa #sad,everyone,2016-12-26T10:08:32.000Z,296393294,Twitter for iPhone,tl,#sad,,,
813277755374731264,813277755374731264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",So #Dangal collected 40cr on Sunday ab srkians not bandi ka excuse bhi nahi de sakte #sad 😢😢,everyone,2016-12-26T06:58:21.000Z,405538000,Twitter for Android,tl,#sad,,,
813277178037092352,813277178037092352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Dahil sa inom, di ako makakapunta ng Rakrakan Festival #SAD",everyone,2016-12-26T06:56:03.000Z,582822730,Twitter Web Client,tl,#sad,,,
813196715482234880,813196715482234880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Dapat sa moa na kami ngayun nakakayamut naman yung bagyo| #sad,everyone,2016-12-26T01:36:20.000Z,811839002563088384,Twitter for Android,tl,#sad,,,
813183078462001152,813183078462001152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kala ko kagat ng ipis?! PIGSA pala kaya dumadami :( Huhu. #Sakit #Maga #Dalawa #Sad,everyone,2016-12-26T00:42:08.000Z,2275726273,Facebook,tl,#sad,,,
813094695857364992,813071716876288000,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser HUHUHUHUHUHU #Sad,everyone,2016-12-25T18:50:56.000Z,1608325021,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '813094450507431936'}]",193171958,
813082405703745537,813082405703745537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Well wala talaga akong talent...| #SAD,everyone,2016-12-25T18:02:06.000Z,3671351660,Twitter for Android,tl,#sad,,,
813039094024445952,813039094024445952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Gamiton ang mga hashtags para maaraman ang situation mo ngonian na bagyo! #NinaPH #Naga #Bicol #Nokten #Typhoon #Sad http://someurl,everyone,2016-12-25T15:10:00.000Z,813025464012767232,Twitter for iPhone,tl,#sad,"[{'type': 'quoted', 'id': '813038213224923136'}]",,{'place_id': '00f4d412404275e2'}
813024910045945856,813024030580035584,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Kasi he deserves that. Hes very talented at ang dami nang nagmamahal sa kanya pero feeling ko hindi niya nari-realize yun #Sad,everyone,2016-12-25T14:13:38.000Z,1608325021,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '813024476904366080'}]",1608325021,
813018656028303362,813018656028303362,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","pag famous talaga ang tao, malabong pansinin ka T_T| #SAD",everyone,2016-12-25T13:48:47.000Z,745545027061850112,Twitter Web Client,tl,#sad,,,
813014429268725760,813014429268725760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",kht pla sa hnabahaba ng pgssama pwd pa db plng mtpos ng ganun lang. bt ka gnun？bt mo kme iniwan ni Damien？sbi m non redy k n mgpmilya #Sad,everyone,2016-12-25T13:31:59.000Z,408370803,Twitter for Android,tl,#sad,,,
812982112907358208,812982112907358208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Omg how many days ko ng di naoopen messenger ko why oh why?| Dami ko ng chat na di nababasa...| #sad| #grrrrr — feeling sad,everyone,2016-12-25T11:23:34.000Z,288750798,Facebook,tl,#sad,,,
812967142014394368,812967142014394368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",User : ririn_andriyani92 #sad #princess #snowapp http://someurl,everyone,2016-12-25T10:24:05.000Z,400087373,Instagram,tl,#sad,,,
812957782190137346,812957782190137346,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Ngayon pa lang naaawa na ako sa Cavs fans. Paskong pasko dudurugin sila ng Warriors #sad,everyone,2016-12-25T09:46:53.000Z,727113968267862016,Twitter Web Client,tl,#sad,,,
812941254157746176,812661949859184643,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser SANA MAY PERA NA :( #sad,everyone,2016-12-25T08:41:13.000Z,4801477520,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '812846708178567168'}]",770841310504718336,
812929564833812480,812929564833812480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kanang manawag ka sa rentahanan sa bidyukihanan nia nahurot na ug pa-renta ilang bidyuki #sad,everyone,2016-12-25T07:54:46.000Z,2205002989,Twitter Web Client,tl,#sad,,,
812853763987869697,812853763987869697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nakakatamad paskong pasko | malungkot ako | Nag iisa Lang Ako :( | #Sad :( — feeling emotional,everyone,2016-12-25T02:53:34.000Z,3318393020,Facebook,tl,#sad,,,
812817945734746113,812817945734746113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 2}",Hindi ako binati ni crush #sad 😂,everyone,2016-12-25T00:31:14.000Z,2810910283,Twitter for iPhone,tl,#sad,,,
812754143370616832,812753433249783808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser sakin po hindi ka happy?| #aw #sad #hurtzxc #Mesheket #Bigte #Pinag #palit #sa #pagkain,everyone,2016-12-24T20:17:42.000Z,4744566008,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '812753433249783808'}]",1698763910,
812723575610167296,812723575610167296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",gudnyt everyone Merry Christmas Ulit sa Lahat :(| | #MissYou| #Sad,everyone,2016-12-24T18:16:14.000Z,277518749,Facebook,tl,#sad,,,
812722039463100416,812722039463100416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Woah kahit Christmas, pera parin ang nasa utak ng mga tao 😕 #sad",everyone,2016-12-24T18:10:08.000Z,793650861696167936,Twitter for iPhone,tl,#sad,,,
812706704584540160,812706704584540160,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",I deserve this ☺☺☺| Bigyan ang sarili ng regalo 🎁🎄🎉 #Stress #Sad #BuyNgGiftSaSarili http://someurl,everyone,2016-12-24T17:09:12.000Z,204429589,Twitter for Android,tl,#sad,,,
812699984470704129,812699984470704129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Dun ako cguro mag se-celebrate ng birthday ko.  #sad :(,everyone,2016-12-24T16:42:30.000Z,424099993,Twitter for Android,tl,#sad,,,
812689990324867072,812689990324867072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Mag noche buena sana ko ng KFC dito sa Malaysia pagtingin ko walang gravy, ketchup ampota. #sad",everyone,2016-12-24T16:02:47.000Z,855686203,Twitter for iPhone,tl,#sad,,,
812687396156280832,812687396156280832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Bakit ganun pag may fireworks tapos pag titingnan ko bigla mawawala :( #sad,everyone,2016-12-24T15:52:28.000Z,3688881078,Twitter for Android,tl,#sad,,,
812684071889309696,812684071889309696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Parang ngayong pasko na ito ako hindi masaya,I dont know why,bigla ko n lng nramdaman. | #gustokungumiyak| #familymatters| #sad",everyone,2016-12-24T15:39:16.000Z,766600637077344256,Twitter for Android,tl,#sad,,,
812677603899228161,812677603899228161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ubo ubo ngayong pasko | #SAD,everyone,2016-12-24T15:13:34.000Z,742281346442133504,Twitter for Android,tl,#sad,,,
812676984849371137,812649679364071425,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@someuser buti ka pa ahuhuhuhu forever baby girl ata ako ng tatay ko #Sad,everyone,2016-12-24T15:11:06.000Z,1608325021,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '812649679364071425'}]",118292103,
812665801656455168,812665801656455168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",I deserved this ☺☺☺| Bigyan ang sarili ng regalo para happy| 🎁🎄🎉 | #Stress #Sad #BuyNgGiftSaSarili http://someurl,everyone,2016-12-24T14:26:40.000Z,204429589,Twitter for Android,tl,#sad,,,
812656387033427968,812656387033427968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pasko na ang bagal parin ng globe #sad,everyone,2016-12-24T13:49:15.000Z,561179572,Twitter for iPhone,tl,#sad,,,
812648511913283584,812648511913283584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Merry Christmas ..| | 2nd time Around d ako sa pinas magpapasko . | | Miss ko na nanay at tatay ko . | | And also my friends | | #sad,everyone,2016-12-24T13:17:58.000Z,348802868,Facebook,tl,#sad,,,
812644545963782144,812644545963782144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Balada lasagna setipis tissue #sad,everyone,2016-12-24T13:02:12.000Z,82140363,Twitter for iPhone,tl,#sad,,,
812601769440276480,812601769440276480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bakit ganto ang panahon nakikisabay sa feelings ko. #feelingGoblin #Sad,everyone,2016-12-24T10:12:13.000Z,1955788430,Mobile Web (M2),tl,#sad,,,
812580805755052032,812580805755052032,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",i love you @someuser pero pinapaubaya na kita kay @someuser #sad,everyone,2016-12-24T08:48:55.000Z,575920195,Twitter for Android,tl,#sad,,,
812553860409688064,812553860409688064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",haist..kung pwd lang mag puli bisan ka dali pra lang maka celebrate christmas.. #buhayofw #sad,everyone,2016-12-24T07:01:51.000Z,709776151544274944,Twitter for iPhone,tl,#sad,,,
812474534183829505,811944972270211072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser @someuser @someuser @someuser d ko alam aso na pla type ni dodong . Lalaki pa tlga #sad,everyone,2016-12-24T01:46:38.000Z,209517262,Twitter for iPad,tl,#sad,"[{'type': 'replied_to', 'id': '812474054393237504'}]",292233583,
812470831032864769,812470831032864769,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","24 na.. mamaya na noche buena, wala naman kanoche.. #sad #missmyfamily #struggleisreal #buhayofw 😢😪😭😰🙊🙈🙏",everyone,2016-12-24T01:31:55.000Z,128253160,Twitter for iPhone,tl,#sad,,,{'place_id': '5f1f473ed6455f55'}
812336921208758272,812299575201411072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser I dont think so. Baka depressed sya.😞 Nawala kasi dito yung female cat na nilalandi nya e. #sad,everyone,2016-12-23T16:39:49.000Z,550024894,Twitter Web Client,tl,#sad,"[{'type': 'replied_to', 'id': '812334688324853760'}]",350162437,
812324094884446208,812324094884446208,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",inaantok ako pero ayoko matulog #sad http://someurl,everyone,2016-12-23T15:48:51.000Z,2257756069,Twitter for iPhone,tl,#sad,"[{'type': 'quoted', 'id': '812323788930940929'}]",,
812316823077036032,812311459677904896,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@someuser @someuser unsay problemas akng dp? Huhuhuhuhu #sad#lonely#overthinking,everyone,2016-12-23T15:19:57.000Z,4343960592,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '812316628608131072'}]",3231298267,
