author_id,created_at,reply_settings,conversation_id,id,source,text,lang,public_metrics,geo,search_query,in_reply_to_user_id,referenced_tweets
215234870,2016-12-13T10:28:58.000Z,everyone,808619716780560385,808619716780560385,Twitter for Android,Okay. Accept na nako nga 20 pa ko kauli. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
340792314,2016-12-13T06:30:21.000Z,everyone,808559666728869889,808559666728869889,Twitter for Android,"Eh sa un nga ang result eh, ano magagawa ko? Sige, magaaral muna ako mag-magic para ung resulta eh maayon sa gusto mo instantly. #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
754124559868055552,2016-12-12T07:05:47.000Z,everyone,808206194116431872,808206194116431872,Twitter for iPhone,Tangina. 1word lng mali. Its almost 3weeks d pa ma trace. Shet! Urgh. #Pissed #JRSExpress,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
1122438590,2016-12-12T05:35:37.000Z,everyone,808183504303456257,808183504303456257,Facebook,They also challenged me to transfer my kids from other school!  In shaa Allah next year paalisin ko na dyan mga anak ko!  | #Pissed!!!,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
931055712,2016-12-11T16:11:02.000Z,everyone,807981025158692866,807981025158692866,Twitter for iPhone,#SwampThing #PISSED Putin=Sauron http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
178286179,2016-12-10T17:26:18.000Z,everyone,807637576475557890,807637576475557890,Twitter for Android,Dami mo ng time. Hahahahahaha #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
2359310083,2016-12-09T17:54:32.000Z,everyone,807282294146797568,807282294146797568,Twitter for iPhone,Are u fuqing kidding me. Bakit walang courses sa fuqing eleap??!! #Pissed,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,#pissed,,
786292982794194944,2016-12-08T12:37:36.000Z,everyone,806840149757730816,806840149757730816,Twitter Web Client,Yung feeling na papasok ka sa trabaho hindi na dahil sa mismong trabaho mo pero para na lang sa mga chismis at istorya sa opisina. #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
46859067,2016-12-07T22:51:18.000Z,everyone,806632204059033600,806632204059033600,Twitter for Android,Ang daya ng Mcdo! Medium order ko small binigay eh drive thru alangang bumalik pako. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
90866229,2016-12-07T01:36:00.000Z,everyone,806311265056370688,806311265056370688,Twitter for Android,"Friend: If magreregalo ka to random people, sino pipiliin mo?| Me: Si Mocha Uson| Friend: ano gift mo?| Me: utak| #pissed #moneygirl #emptyhead",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '017a4afa29d71c65'},#pissed,,
2538595106,2016-12-06T17:56:45.000Z,everyone,806195687805194240,806195687805194240,Twitter for Android,Sobra na talaga @someuser  wala ng pinagbago! Di talaga makasend ng pic at files ilang buwan na to ganito!!! #bayantel #pissed,tl,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",,#pissed,,
3238195306,2016-12-06T16:55:08.000Z,everyone,806180182641885184,806180182641885184,Twitter Web Client,ti pano ko maka contact sa client kay gin block mo ya ang skype sa pc ko dong? | | #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
203121096,2016-12-06T16:42:31.000Z,everyone,806177009495838720,806177009495838720,Twitter for Android,Lalela la Stabane Unyoko! #pissed off,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
2375083267,2016-12-06T14:14:55.000Z,everyone,806139864529838081,806139864529838081,Twitter Web Client,"Tol, lihog lang gwa na sa room. CURFEW na po. i dont want you here!| | #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
746359646,2016-12-05T12:06:05.000Z,everyone,804134339214610432,805745053679259648,Twitter for iPhone,@someuser Ayusin niyo nmn service niyo. Kasing kupad ng net niyo yung service nyo. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,1526439727,"[{'type': 'replied_to', 'id': '804515276091846656'}]"
746359646,2016-12-05T12:00:35.000Z,everyone,804134339214610432,805743669282160640,Twitter for iPhone,@someuser hind nmn niresopve ng technician yung slowness ng net ko e. Ang bulok ng customer service niyo. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,1526439727,"[{'type': 'replied_to', 'id': '804515276091846656'}]"
1493297089,2016-12-04T09:22:35.000Z,everyone,805341518483505152,805341518483505152,Twitter for iPhone,Yung tipong paalis ka na tapos biglang sasabihin na wag ka nalang sumama kasi di niya daw kilala mga kasama niya #pissed,tl,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",,#pissed,,
1620098947,2016-12-03T11:57:30.000Z,everyone,805018116145090560,805018116145090560,Twitter for Android,Dai padatha paathu tha review pandringala yepudi ??? Very very avg #Saithan #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
2386156676,2016-12-02T23:52:14.000Z,everyone,804835596732465152,804835596732465152,Twitter for iPhone,May mga tao na tlagang mapapamura ka na lang eh... Kapal ng mukha ni atiiiii!!!!!! #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
2517544573,2016-12-01T15:41:47.000Z,everyone,804349786346450944,804349786346450944,Twitter Web Client,eintlek laba bayasnyela yazi. nxa #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
785322956192829440,2016-12-01T03:35:52.000Z,everyone,804167103217438720,804167103217438720,Twitter for Android,"Ate girl, sit down! i-eexplain ko sayo ang Urgent vs. important. #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
766117729208238081,2016-11-29T07:53:18.000Z,everyone,803507111753695232,803507111753695232,Twitter Web Client,Naholdap na naman last night sa labas pa talaga ng campus naganap ayaw ko na ngang maglakad dun nakakatakot na talaga. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
250651624,2016-11-28T14:51:12.000Z,everyone,803249893154299904,803249893154299904,Twitter for iPhone,Search mo kaya sa dictionary kung ano ibig sabihin ng priorities. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
980212849,2016-11-27T11:03:17.000Z,everyone,802830148152094720,802830148152094720,Twitter for iPhone,Oi may nagaaral!! Bakit may fireworks na kayo?? Wala pang december!! #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
167341019,2016-11-26T11:47:32.000Z,everyone,802478896818036738,802478896818036738,Instagram,Dahil pinaasa ako. 😡😡😡 #Pissed #Churros #DarkChocolate @ La Lola... http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [121.05579464, 14.73310288]}, 'place_id': '006523c50dfe9086'}",#pissed,,
36289507,2016-11-26T04:28:38.000Z,everyone,802368441273315333,802368441273315333,Twitter for Android,PAPASABUGIN KO KARAOKE NG KAPITBAHAY NAMIN!!! 🔫🔫🔫 #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
1555537088,2016-11-25T02:27:56.000Z,everyone,801975677318635521,801975677318635521,Twitter for Android,Gaddamnit! Bakit ba pag umuulan ay mas lumalala ang traffic?| Putek dumadami ba ang mga sasakyan pag nauulanan?| #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
590059924,2016-11-24T08:20:22.000Z,everyone,801701985871282176,801701985871282176,Twitter Web Client,"Kung maayos lang yung system sa computer ng SM North, nakabili pa ako e. 4 hours na lumipas 3 palang nakabili sa pila namin, #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
1227319099,2016-11-22T09:45:23.000Z,everyone,800998602105438208,800998602105438208,Twitter for Android,That moment nga nagdali ka.Nya binuangan pjud ka sa higayon.| #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
708293393818857472,2016-11-21T12:41:46.000Z,everyone,800680603532173312,800680603532173312,Twitter for Android,"Aha pwede mgpatagna? Sunod, aha pwede mgpa-barang. Naa man goy mga katol ug kamut. #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
341440564,2016-11-19T13:16:52.000Z,everyone,799964659105353732,799964659105353732,Facebook,Mas na-bother pa ako sa pagkawala ng selfie ko sa memory card ko kaysa sa block mo. #pissed #dontme #famewhore,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
440747383,2016-11-19T06:36:23.000Z,everyone,799863875537498112,799863875537498112,Twitter for Android,Mapagkunwari ka talaga. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
186735966,2016-11-18T09:32:48.000Z,everyone,799545884166025218,799545884166025218,Twitter for iPhone,Phone ko lang ba o talagang sira ang signal ng Globe? #pissed,tl,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",{'place_id': '00913613698f59d9'},#pissed,,
437590166,2016-11-16T23:06:21.000Z,everyone,799025844379234304,799025844379234304,Twitter for BlackBerry,Yung tipong 5am ka gigising araw-araw sabay walang masakyan. kundi late file ng leave. deputa talaga nakahiwalay ang cavite sa pinas #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,#pissed,,
765759229332422658,2016-11-16T08:22:15.000Z,everyone,798803354604314624,798803354604314624,Twitter for iPhone,Next time pag dominante ang kaharap mo...| Sumunod ka ! | Wag kang pabebe | Sapakin ko tumbong mo eh!| | #pissed #wagkangpabebe #slavedaw,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 1}",,#pissed,,
3099322334,2016-11-15T13:10:35.000Z,everyone,798513528017653760,798513528017653760,Instagram,Idaan na lang sa kain. 😒😢😣| | #pissed| #hayyyy http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
32258621,2016-11-15T10:10:17.000Z,everyone,798468155261620224,798468155261620224,Twitter for iPhone,"Kaloka the traffic, kaloka the globe, kaloka lahat!!! 😡😡😡 #whataday #pissed #everythingsoslow",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
81543316,2016-11-13T10:07:14.000Z,everyone,797742610936840192,797742610936840192,Twitter for Android,HaaaYyy tiMe nga naman 😑😑😑😑😑 wala ko masabi...tsk #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
3249652082,2016-11-11T08:47:33.000Z,everyone,796997780694650880,796997780694650880,Twitter for Android,Urgh kingina nasisira araw ko pag nakikita ko pretensious na muka niya sa TL ko! Walang bayag na manyak | | #pissed!,tl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",,#pissed,,
2861791210,2016-11-11T07:23:22.000Z,everyone,796976597039333377,796976597039333377,Twitter for Android,@someuser  @someuser ayusin kasi muna sarili bago mag turo. Masyado mayabang kaya galit sa kapwa nya. #Pissed,tl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,#pissed,2769747334,
538165643,2016-11-10T23:06:16.000Z,everyone,796842087274512385,796851497870819328,Twitter for Android,@someuser ahhh whatever. Huhuhu #pissed 😣😣😣,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,#pissed,36611674,"[{'type': 'replied_to', 'id': '796851081615527936'}]"
3313249328,2016-11-09T05:24:46.000Z,everyone,796221972866744320,796221972866744320,Fotoku,#fotokuapp #seenontv #aloneforeverhuhuhu #pissed #love Goodnoon 😘 http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
795853550693728256,2016-11-09T03:15:23.000Z,everyone,796189413596246016,796189413596246016,Twitter Web Client,"wag maniwala kong ano ang sinasabi,maniwala ka ko may action o gawa| #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
3273383282,2016-11-08T16:14:31.000Z,everyone,796023100613726208,796023100613726208,Twitter for Windows,@someuser  befitting reply to @someuser kitna bhi Jio nikal lo sabse lambi line sirf Govt of India lagwa sakti hai #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,761738419,
274863647,2016-11-08T06:42:35.000Z,everyone,795879168634302464,795879168634302464,Twitter for iPhone,Pwede ba ihian yung libingan ni Marcos? Bobo ng mga bumoto. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
1047208729,2016-11-06T12:06:57.000Z,everyone,795236025391935488,795236025391935488,Twitter Web Client,Antagal kong naghintay (mga dalawang araw) tapos ganon lng!| #PISSED,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,#pissed,,
358606146,2016-11-06T07:43:26.000Z,everyone,795169707649159168,795169707649159168,Twitter for Android,"Masyado na akong minamaliit. Hintayin niyo, magpapalakas ako at dadapa kayong lahat sa lupa. #pissed 😡💢🔥💪🏀",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
139322242,2016-11-05T04:47:02.000Z,everyone,794762926909292544,794762926909292544,Twitter for Android,Na-miss ko ang @someuser dahil sau MyCaTV!!! Kainis! #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
29148032,2016-11-04T03:48:10.000Z,everyone,794385725806419968,794385725806419968,Twitter for Android,Yung nakakainis lang na syempre hindi yan namin magagawa lahat. Ghad. Never say never diba. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
2782257672,2016-11-03T17:19:21.000Z,everyone,794227478336126976,794227478336126976,Mobile Web (M2),hay naku si God n bhala sa inyo| #pissed| #liepamore| #letkarma,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
3228332137,2016-11-02T17:21:32.000Z,everyone,793865640348004352,793865640348004352,Twitter for iPhone,"Stop saying sorry kung uulitin mo lang din, pwede ba? nawawalan ng sense yung salita eh. #pissed😏",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
2481778848,2016-11-02T11:53:48.000Z,everyone,793783161796825088,793783161796825088,Facebook,Huwag mag patunto sa taong hjndi marunong makuntento.| | #pissed off,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
1073052115,2016-11-02T10:18:58.000Z,everyone,793759297423433728,793759297423433728,Twitter for Android,Yaz umuntu akwenze isdwedwe nje nx #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
2794146533,2016-11-01T23:49:09.000Z,everyone,793600798982754304,793600798982754304,Twitter for Android,Malagot jud kog student na randomly mutext and ask favor without intriducing oneself. Yabo ka unya sa ako. #Pissed,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",,#pissed,,
130476739,2016-11-01T14:37:04.000Z,everyone,793461861140209664,793461861140209664,Twitter for iPhone,Ano gang gusto? Umakyat pa sa bubong magkasignal lang? #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
561878129,2016-11-01T07:41:38.000Z,everyone,793357316036759552,793357316036759552,Twitter for Android,OKAY TAMA NAMAN UNG VERIFICATION BAKIT MALI PADIN ANO BA MNET MAKAKASAPAK NA KO NG STAFF NYO ANO!?!?! #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
741895132434206720,2016-10-31T10:14:42.000Z,everyone,793033446125809664,793033446125809664,Twitter Web Client,pati ba nman personal na buhay kailangan pag usapan ....| #pissed off,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
71995552,2016-10-31T05:26:21.000Z,everyone,792960883198689280,792960883198689280,Facebook,yung rest day mo na sana tapos may sitwasyon o tao na mambabadtrip sau! | #PISSED,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
758985034229395456,2016-10-29T11:54:18.000Z,everyone,792333737165934592,792333737165934592,Twitter for Android,NAPAKA-JUDGEMENTAL MO NOH?!| BAKET PERPEKTO KA?!| | #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
127519106,2016-10-29T09:43:11.000Z,everyone,792300742803460096,792300742803460096,Twitter for Android,"Kya nga nagpaparepair para umayos ang isang bagay na sira. Bat ganon sira parin, nakakasawa na. Sakit na nga sa bulsa, sakit ulo pa! #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
613365998,2016-10-28T06:09:56.000Z,everyone,791881879582609409,791884687681720320,Twitter for Android,@someuser @someuser @someuser Umeskia hicho kinasema ati anafeel kuenda police station arushe mawe. Then anatusi Maina .#Pissed,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,#pissed,2447093652,"[{'type': 'replied_to', 'id': '791883145352245248'}]"
179923495,2016-10-27T09:06:16.000Z,everyone,791566673006297089,791566673006297089,iOS,"Kung ayaw moko kausapin, di wag!! #pissed #kalamokungsino #bahalakasabuhaymo #youredeadtome",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
68083414,2016-10-27T07:33:00.000Z,everyone,791543201630867456,791543201630867456,TweetDeck,"Lord, pakituruan po ako maging plastic... yung parang tupperware. #pissed",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
37890008,2016-10-27T06:31:05.000Z,everyone,791527622819794944,791527622819794944,Twitter for Windows Phone,"Nakakainis naman! Nagpapa-Pogi ka na naman eh. Oo na kasi ikaw na yung nakakaTaas, ikaw na- ikaw na! #Pissed #StrutPaMore",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
364741564,2016-10-26T00:54:06.000Z,everyone,791080429101076481,791080429101076481,Instagram,Teh ang helmet sang mga gaangkas ilampos isa2x cmu. Klase ordinansa ni man? #pissed http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
1864022503,2016-10-25T23:30:20.000Z,everyone,791059347354845184,791059347354845184,Instagram,Pampalamig ng Ulo!! #pissed #bv 😏😡😤 http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
85276564,2016-10-25T07:04:15.000Z,everyone,790811194189766656,790811194189766656,Twitter for Android,Pasalamat ka wala ka dito sa pinas. Kapangalan mo pa naman yung isang artista dito. Bwisit ka. #pissed #ayokongsipsip,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
2481778848,2016-10-24T11:02:57.000Z,everyone,790508876709978112,790508876709978112,Facebook,"Boanga ang tanan, ayaw lang ako | Kay nag labad akong ulo.| | #pissed off| #",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
790169935271997440,2016-10-24T09:54:47.000Z,everyone,790491720844587008,790491720844587008,Twitter for Android,This should stop! Tama na! Di porket boss kita eh pwede mo na kaming tapakan. Ano ka? Diyos? Nemen!| #pissed #disappointed #lastdaykona,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
142595522,2016-10-23T02:43:26.000Z,everyone,790020778230112256,790020778230112256,Twitter for Android,Sayang naman gastos ng kapatid ko .kala nya makakapagbakasyon xa ng matagal tagal ..tapos idedeny lang ng immigration ng walag basis.#pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
925651872,2016-10-22T10:57:09.000Z,everyone,789782639926448128,789782639926448128,Facebook,Akong papenxa dli kanunay nga unlimited mga friends ha? Maexpire pod ni xa usahay. | | #pissed😡😠| #👌💪💔,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
142968136,2016-10-22T08:50:55.000Z,everyone,789750873983295488,789750873983295488,Twitter for iPhone,Yung totoo nasa daan ba lahat ng mga sasakyan ngayon? Jusko ang traffic anywhere! Walang mapaglagyan. #pissed 😡😡😡,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
120042475,2016-10-21T04:57:20.000Z,everyone,789329701760151553,789329701760151553,Twitter for iPhone,Putspa! Ang gulo niyo. Pinahihirapan niyo ko. #pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
770187536371163136,2016-10-20T10:34:54.000Z,everyone,789052264795238400,789052264795238400,Twitter for Android,Reminder lang.| MAIKSI LANG DALA KUNG LUBID NGAYON..| BUKAS PA AKO MAGDADALA NG MAHABA.| #PISSED OFF,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
179923495,2016-10-20T04:39:03.000Z,everyone,788962714177658884,788962714177658884,Instagram,Batang may regla. Wag nyo kong galitin ngayon. #pissed http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
4768280353,2016-10-18T13:30:04.000Z,everyone,788371569919660035,788371569919660035,Twitter Web Client,Kaya na uuna ang letter A sa L kasi | .| .| .| .| .| ARAL muna bago LANDI | | #Pissed,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#pissed,,
