conversation_id,created_at,reply_settings,text,author_id,source,id,public_metrics,lang,search_query,in_reply_to_user_id,referenced_tweets,geo
814676013133295616,2016-12-30T03:34:32.000Z,everyone,"eu sabia que esse negocio de grupo com integrantes rotativos não ia dar certo, eu vou sofrer muito #sad http://someurl",1691704364,Twitter Web Client,814676013133295616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814674417494228994,2016-12-30T03:28:11.000Z,everyone,joles foi embora to sozinha #sad,2932874471,Twitter Web Client,814674417494228994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814667682628927488,2016-12-30T03:27:42.000Z,everyone,@someuser @someuser minha vida eh #sad,459571307,Twitter for Android,814674296014589953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,915677995,"[{'type': 'replied_to', 'id': '814674177424769024'}]",
814666339050721280,2016-12-30T02:56:05.000Z,everyone,Ta todo mundo agindo estranho comigo... | #Sad,2905220711,Facebook,814666339050721280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814662187918782464,2016-12-30T02:39:35.000Z,everyone,o caíque nunca falou comigo #sad,4181711488,Twitter Web App,814662187918782464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814645261498798080,2016-12-30T01:53:57.000Z,everyone,@someuser nossa nossa| Venho aqui pra zoar com os mihs e tu fica zoando my life... #sad,3293719186,Twitter for Android,814650700760281088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,2996431230,"[{'type': 'replied_to', 'id': '814650168696078337'}]",
814647572144996352,2016-12-30T01:41:31.000Z,everyone,Não teve Alexey hoje #sad,767757006,Twitter for iPhone,814647572144996352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814642018798411779,2016-12-30T01:19:27.000Z,everyone,E eu achando q 2016 tinha acabado. Segunda levei (metaforicamente) uma voadora no peito. #sad,55000483,Twitter for Android,814642018798411779,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814636135192363008,2016-12-30T00:56:04.000Z,everyone,Queria ver novamente mas nao acho pra baixar #sad http://someurl,3990296537,Twitter for Android,814636135192363008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",pt,#sad,,"[{'type': 'quoted', 'id': '814631677884506113'}]",
814632300612911104,2016-12-30T00:40:50.000Z,everyone,@someuser por que tu não me responde? #sad,3416745923,Twitter for Android,814632300612911104,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,158314798,,
814630531853905922,2016-12-30T00:36:15.000Z,everyone,"@someuser todo fandom sabia, mas no fundo queríamos pensar que estava tudo ótimo com a banda #sad",51480970,Twitter for Android,814631149825884168,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,39775859,"[{'type': 'replied_to', 'id': '814630531853905922'}]",
814630797219102720,2016-12-30T00:34:51.000Z,everyone,Minha barra de notificação tá tão vazia... | #sad | #voltaUBNE,3993476607,Twitter for Android,814630797219102720,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814629378713878528,2016-12-30T00:29:13.000Z,everyone,E eu achando que ia terminar o ano feliz. 😔| #sad,2905220711,Facebook,814629378713878528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814619756561104896,2016-12-29T23:50:59.000Z,everyone,Comi 2 hot dogs... não tô aguentando ficar com os zoio aberto. D: #sad,73483417,Twitter Web Client,814619756561104896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
814619477409230848,2016-12-29T23:49:52.000Z,everyone,"Quando só te queres enfiar na cama, mas tens de tirar a make up..... #sad",175361963,Twitter Web Client,814619477409230848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
814571770653081604,2016-12-29T20:40:18.000Z,everyone,"pq ninguém ve o meu talentos,,, ##sad http://someurl",2799143259,Twitter for Android,814571770653081604,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",pt,#sad,,,
814567866708217856,2016-12-29T20:24:48.000Z,everyone,@someuser ainda não me seguiste de volta 😭 #sad,1701962222,Twitter for iPhone,814567866708217856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,750017414818136064,,
814517273650139136,2016-12-29T17:03:45.000Z,everyone,Triste realidade.. #sad,360242428,Twitter for Android,814517273650139136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814465323193745408,2016-12-29T13:37:19.000Z,everyone,"Pausa de tweets, tengo que comer e ir al dentista #sad",496270313,Twitter Web Client,814465323193745408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
814451921960534016,2016-12-29T12:44:04.000Z,everyone,"Mais perdas no mundo das Artes. Carrie Fischer e Debbie Reynolds, filha e mãe nos deixaram. #Sad... http://someurl",55866836,Facebook,814451921960534016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
814447274810109952,2016-12-29T12:25:36.000Z,everyone,Lágrima #teardrop #tear #nature #green #manizales #colombia #travel #beautiful #sad #water http://someurl http://someurl,38526912,IFTTT,814447274810109952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814444506066092032,2016-12-29T12:14:36.000Z,everyone,"Comprei umas calças a 25,99 e que agora estão a 19,99.. #Sad",2332128079,Twitter Web Client,814444506066092032,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",pt,#sad,,,
814429355824836608,2016-12-29T11:14:24.000Z,everyone,"Mas se for,vou sozinha #sad",714577839392235520,Twitter for iPhone,814429355824836608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814316047260155904,2016-12-29T03:46:34.000Z,everyone,@someuser  eu nem sabia #sad,1602258966,Twitter for iPhone,814316656470224897,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",pt,#sad,701523619,"[{'type': 'replied_to', 'id': '814316435816202241'}]",
814305095164825601,2016-12-29T03:40:49.000Z,everyone,"* MD melhor vizinha, agr n vou mais ter carona para ir p aulaaaa #sad aiaiaiai to com sddadonas deveria ter saído com nois hx",456050695,Twitter Web Client,814315208193740800,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,456050695,"[{'type': 'replied_to', 'id': '814305095164825601'}]",
814303077306134528,2016-12-29T03:13:46.000Z,everyone,"@someuser assista Cantando na Chuva, e voce entende quem era Debbie Reynolds :( #MelhorAtriz #YouAreMyLuckyStar #Sad",2306600449,Mobile Web (M2),814308398867107841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,75688990,"[{'type': 'replied_to', 'id': '814303077306134528'}]",
814293289956495360,2016-12-29T02:13:43.000Z,everyone,Cara.... Nem sei o que dizer sobre isso #sad #reallysad http://someurl,81148302,Twitter for Android,814293289956495360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814291424221024256,2016-12-29T02:08:05.000Z,everyone,@someuser desculpa eu to #sad,3039694252,Twitter Web Client,814291870150955009,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,3022503658,"[{'type': 'replied_to', 'id': '814291735417331712'}]",{'place_id': 'a4b227ce2060cf5e'}
814284292775968768,2016-12-29T01:37:58.000Z,everyone,eu n to nem brincando acho q o guaxinim n gosta mesm de mim #sad,3855011057,Twitter for iPhone,814284292775968768,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 1}",pt,#sad,,,
814254400403341312,2016-12-28T23:40:37.000Z,everyone,@someuser nao me fizeste um filho estou officially #sad,2935118553,Twitter for iPhone,814254759658012672,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",pt,#sad,744626013276114944,"[{'type': 'replied_to', 'id': '814254400403341312'}]",
814245483031986176,2016-12-28T23:30:59.000Z,everyone,@someuser e o harambe? #SAD,779832256298967040,Twitter Web Client,814252333576179712,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,2990722565,"[{'type': 'replied_to', 'id': '814245483031986176'}]",
814238019234529280,2016-12-28T22:34:06.000Z,everyone,Dai a professora de patinação me pergunta pq não fui lá hoje e eu achando que tava de recesso. #sad 😩,104294325,Twitter for iPhone,814238019234529280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814234533168115712,2016-12-28T22:20:15.000Z,everyone,trocava quase todos menos 3 ou 4 ahahah #sad http://someurl,501174118,Twitter Web Client,814234533168115712,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '814215096327172097'}]",
814217431019298817,2016-12-28T21:12:17.000Z,everyone,mais q triste tô #sad,2920428975,Twitter for iPhone,814217431019298817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814166264935514112,2016-12-28T17:48:58.000Z,everyone,Passo a vida a carregar o móvel 🔌🔋| #sad,1541847355,Twitter for Android,814166264935514112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
814141306939277312,2016-12-28T16:09:48.000Z,everyone,Infinita tristeza. #sad #sign #icecream #no http://someurl http://someurl,2305213838,Facebook,814141306939277312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#sad,,,
814139946772598785,2016-12-28T16:04:23.000Z,everyone,Gepe - Ser Amigos (Lyric video) http://someurl #Sad,562183153,Twitter Web Client,814139946772598785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809689678056189952,2016-12-28T14:11:05.000Z,everyone,"@someuser n tem nada, q triste q queria ver #sad",4837292272,Twitter for Android,814111431213875200,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,178819498,"[{'type': 'replied_to', 'id': '809689678056189952'}]",
814103058577846272,2016-12-28T13:37:49.000Z,everyone,Não consegui #sad #TeamBTS http://someurl,2954222133,Twitter for Android,814103058577846272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '809862911762067457'}]",
813960200390668288,2016-12-28T04:27:47.000Z,everyone,@someuser Mesmo AHAHA #sad,1469211451,Twitter for iPhone,813964640967421952,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,2740410924,"[{'type': 'replied_to', 'id': '813964132563218432'}]",
813963149363679232,2016-12-28T04:21:52.000Z,everyone,saitinho ta sozinho ouvindo starset #sad,2438827567,Twitter for iPhone,813963149363679232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813960200390668288,2016-12-28T04:10:09.000Z,everyone,"O teu amigo miccoli é falso e anda-TE a usar, vais ... — ahaha #sad  http://someurl",1469211451,Curious Cat,813960200390668288,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
813959538269442048,2016-12-28T04:07:31.000Z,everyone,Égua é morta a pauladas em Catanduvas http://someurl #sad,2850568264,Twitter for Android,813959538269442048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,{'place_id': '90f848c81726a961'}
813950817858420736,2016-12-28T03:32:52.000Z,everyone,#sad #VerifyMe #Vlog  #liveme Dipuxie:| http://someurl http://someurl,811276881605644288,Live.me ,813950817858420736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",eu,#sad,,,
813938668796841984,2016-12-28T02:44:35.000Z,everyone,pra tu ver q eu sou tao flop q ate isso aparece| | #sad disjsoaji http://someurl,1691893086,Twitter for Android,813938668796841984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813911803499573253,2016-12-28T00:57:50.000Z,everyone,Acho que por isso eu tinha parado de seguir o mundo dos famosos...| Cada treta e términos de relacionamentos que mexem com a gente! #sad,2744895039,Twitter for Android,813911803499573253,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
813904976690970624,2016-12-28T00:30:59.000Z,everyone,@someuser ela ta #sad por favro,3855011057,Twitter for iPhone,813905047864152064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,3855011057,"[{'type': 'replied_to', 'id': '813905017778434048'}]",
813899812294770688,2016-12-28T00:10:11.000Z,everyone,@someuser G Pro #Vaporizer for medical #cannabis #PTSD #SAD #migraine #SativaStrains #OGKush #MangoKush http://someurl http://someurl,989960804,Hootsuite,813899812294770688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,836300562,,
813894755805523968,2016-12-27T23:50:05.000Z,everyone,Me perdoe se fiu rude mas hoje eu não quero falar com ninguém!| Afffffffffffffffffffffff | #bad #sad #help,4707429076,Twitter for Android,813894755805523968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813874873906974720,2016-12-27T22:31:05.000Z,everyone,eu n quero ter que usar meu dinheiro porra #sad,1691704364,Twitter Web Client,813874873906974720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813871257745817602,2016-12-27T22:16:43.000Z,everyone,"Todo mundo da minha casa foi viajar, to muito Alone #sad 😭😭😭",164416067,Twitter for Android,813871257745817602,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813859695110799360,2016-12-27T21:35:16.000Z,everyone,@someuser é o começo do fim #sad,767757006,Twitter Web Client,813860827396710400,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,198185057,"[{'type': 'replied_to', 'id': '813860142487838720'}]",
813860053069373440,2016-12-27T21:32:12.000Z,everyone,Princess Leia #rip #starwars #sad http://someurl,3906663075,Instagram,813860053069373440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813836440102727680,2016-12-27T19:58:22.000Z,everyone,"Perdemos um cantor, um ator e uma princesa!| | #sad",74927320,Facebook,813836440102727680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813833731467255810,2016-12-27T19:47:36.000Z,everyone,princess leia #sad #starwars #carriefisher #photooftheday http://someurl,2893593297,Instagram,813833731467255810,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813827935761301504,2016-12-27T19:24:34.000Z,everyone,Carrie Fisher que a força esteja com você. #RipCarrie #Sad #Triste 😭 http://someurl,2784880891,Twitter Web Client,813827935761301504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
813826176519180289,2016-12-27T19:17:35.000Z,everyone,Que força esteja com você!  #sad #StarWars #CarrieFisher | http://someurl,36993313,Twitter for Android,813826176519180289,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813822216399974400,2016-12-27T19:01:51.000Z,everyone,2016 tá fazendo um pacotão especial de fim de ano com uma perda marcante por dia até o ano novo. nem a princesa Léia se safou #Sad,38547067,Twitter for Android,813822216399974400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813815011151855618,2016-12-27T18:33:13.000Z,everyone,2016 está um inferno #CarrieFisher #MaytheForcebeWithHer #Sad http://someurl,4443486855,Twitter Web Client,813815011151855618,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '813811611043500032'}]",
813812677919248384,2016-12-27T18:23:56.000Z,everyone,Por favor! Já chega de 2016! #sad 😭,54250108,Twitter for iPhone,813812677919248384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,{'place_id': 'e9ea1f1600a66684'}
813812251379585024,2016-12-27T18:22:15.000Z,everyone,"Carrie Fisher!!! OMG! Inacreditável, inacreditável! #MaytheForcebeWithHer #sad",73135138,Twitter for Android,813812251379585024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813806601815486464,2016-12-27T17:59:48.000Z,everyone,Princesa Leia noooooo #CarrieFisher #sad,12706652,Twitter for iPhone,813806601815486464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813805880089178113,2016-12-27T17:56:56.000Z,everyone,Y a rien à faire #sad,2985155103,Twitter for Android,813805880089178113,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",fr,#sad,,,{'place_id': '369d22587b104a3b'}
813805676623495169,2016-12-27T17:56:07.000Z,everyone,Odeio final de ano pq a cerveja fica  muito cara  #sad http://someurl,801867937103671296,Twitter for Android,813805676623495169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813802663469056000,2016-12-27T17:44:09.000Z,everyone,agr q meu pai resolveu assistir narcos eu nunca mais consegui fzr maratona #sad #solidão #sddmaratonar,3677946028,Twitter for Windows,813802663469056000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813798429117779969,2016-12-27T17:27:19.000Z,everyone,"Jojo Moyes publicando mais livros, e eu com a minha economia de 10 centavos| #SAD",4766446467,Twitter Web Client,813798429117779969,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813785117583884288,2016-12-27T16:34:26.000Z,everyone,Hoje foi dia de se despedir do primeiro de 4 amigos que vão viajar. #sad,307486284,Twitter for iPhone,813785117583884288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813761357074010112,2016-12-27T15:08:51.000Z,everyone,"@someuser @ laisa eu te amo mais, só que você me esqueceu por causa das fav #sad",2946384129,Twitter for Android,813763583486132224,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,4516062863,"[{'type': 'replied_to', 'id': '813762951551352833'}]",
813761392427802624,2016-12-27T15:00:09.000Z,everyone,quem me dera poder aspirar os meus problemas como aspiro o chão. #sad,1615505203,Twitter Web Client,813761392427802624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
813752697283350532,2016-12-27T14:25:36.000Z,everyone,tou à espera da puta da bia mas ainda tenho que ir a matosas #sad,1198664268,Twitter Web Client,813752697283350532,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813740643205976064,2016-12-27T13:37:42.000Z,everyone,Os meus óculos de sol nunca mais foram os mesmos desde que me sentei em cima deles #sad,816470018,Twitter for iPhone,813740643205976064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813726479787945984,2016-12-27T12:41:25.000Z,everyone,Mais uma pra conta de 2016. E ainda tem gente com a coragem de dizer que todo ano as pessoas reclamam de algo. Valeu.. #ForçaUganda #sad,132629497,Twitter for Android,813726479787945984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,{'place_id': '97bcdfca1a2dca59'}
813696591521574912,2016-12-27T10:42:39.000Z,everyone,Pensa em uma pessoa que não dormiu nada nada e vai ter q ir pra SP daqui a pouco #sad,813081308876443648,Twitter for Android,813696591521574912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813603797473882112,2016-12-27T04:47:00.000Z,everyone,@someuser @someuser eu me acho belíssima de batom escuro mas desde q ele criticou infelizmente tive que parar de usar #triste #sad,2472622686,Twitter for iPhone,813607088295464961,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,16258221,"[{'type': 'replied_to', 'id': '813606791988789248'}]",
813605333302181890,2016-12-27T04:40:02.000Z,everyone,"vou ter q instalar outro app porque spotify n tem um44k, #sad",798735467046903808,Twitter for iPhone,813605333302181890,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813597031247843328,2016-12-27T04:21:23.000Z,everyone,@someuser cruzes estao todos aqui mas essa semana terei irene..... #sad,2358056216,Twitter for iPhone,813600639930376193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,2796136055,"[{'type': 'replied_to', 'id': '813600515602939905'}]",
813592459133521920,2016-12-27T03:48:52.000Z,everyone,Dai a gente sempre erra e abre o q tem feijão!! #sad @someuser http://someurl,197845812,Twitter for iPhone,813592459133521920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813542015606685696,2016-12-27T01:48:37.000Z,everyone,"@someuser dsclpppp eu tinha que falar, foi mt dificil pra mim, eu tive que... sei la, foi dificl #sad #hellodarknessmyoldfriend #sadboy",489022038,Twitter Web Client,813562195460165633,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,3309947777,"[{'type': 'replied_to', 'id': '813560377606803457'}]",
813553463154147328,2016-12-27T01:20:15.000Z,everyone,"@someuser por isso q tu ja ta assistindo, to vendo por tv aberta msmo #sad",301728966,Twitter for Android,813555058910593024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,171125727,"[{'type': 'replied_to', 'id': '813554825795403780'}]",
813550973893361665,2016-12-27T01:04:01.000Z,everyone,Pessoal em Brasilia ta pirando com um festival de coxinha que vai rolar por lá. E eu vou perder #sad,58385733,Twitter Web Client,813550973893361665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813550028455288832,2016-12-27T01:00:16.000Z,everyone,Sincelulareando ando :c #CDMX #Robado #Veído #Sad #VerySad #ScottPilgrim #georgemichael,159650354,Twitter for Android,813550028455288832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
813544998578847744,2016-12-27T00:40:17.000Z,everyone,Nada de treino hoje #sad #ineedstudy #english #ineedtime,4574056401,Twitter for Android,813544998578847744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
